description,image,title
La spécialiste de la démocratie participative déplore que le président ait réduit les demandes des « gilets jaunes » à une recherche de solutions immédiates.,https://img.lemde.fr/2018/12/11/0/0/3500/2333/147/97/60/0/d33d197_GDYP02_FRANCE-PROTESTS-MACRON-SPEECH_1211_11.JPG,"Martine Legris : « Dans son discours, le président est passé à côté du sujet »"
Cette directrice du grand groupe de télécoms chinois est soupçonnée de complicité de fraude visant à contourner les sanctions états-uniennes contre l’Iran.,https://img.lemde.fr/2018/12/12/0/22/3456/2304/147/97/60/0/bfa965c_PEK303_USA-CHINA-HUAWEI_1212_11.JPG,Le Canada libère sous caution une dirigeante du groupe chinois Huawei
"Dans un entretien au « Monde », Tolga Öncü, directeur de la vente au détail de l’enseigne suédoise d’ameublement, détaille la stratégie de celle-ci sur le numérique.",https://img.lemde.fr/2018/12/12/0/0/5568/3712/147/97/60/0/3eefc3b_pGrdVi3UdHQyg6XwfOEqJE15.jpg,"A Ikea, « notre transformation s’est intensifiée ces dernières années »"
"Environ 2 000 personnes ont manifesté à Paris, jeudi 6 décembre, contre la hausse des droits d’inscription universitaires pour les étudiants étrangers.",https://img.lemde.fr/2018/12/06/168/0/4032/2688/147/97/60/0/78a3cf6_96nKPjkoa-4nrYC_CcGiA8G5.JPG,"« S’il y a une hausse des frais universitaires pour les étudiants étrangers, on est foutus »"
"De l’université Paris-II Panthéon-Assas à celle d’Angers, on ne vit pas une licence de droit de la même manière. Structure, opportunités, atmosphère, profils… deux mondes qui ont chacun leurs atouts. Reportage.",https://img.lemde.fr/2018/12/02/0/0/5472/3648/147/97/60/0/89a28d0_Tgue3I0CXiS04ZTQ0CUVvfZr.JPG,"A l’université d’Angers ou à Assas, une même licence, deux réalités"
"En France, avoir un diplôme du supérieur reste la meilleure garantie pour trouver un emploi. Dans d’autres pays, comme la Corée du Sud, le taux d’emploi des diplômés est plus faible, décrypte Eric Charbonnier, expert éducation à l’OCDE, sur son blog.",https://img.lemde.fr/2018/12/05/0/0/6000/4000/147/97/60/0/bdc8593_b4eM5yIMX9usUL3fHj14oFeG.jpg,Emploi : les jeunes diplômés français s’en sortent-ils mieux ou moins bien qu’ailleurs ?
"L’incertitude sur leur avenir professionnel est au cœur de ce mouvement lycéen, remarque Claude Garcia, professeur de SES dans un établissement rural.",https://img.lemde.fr/2018/12/06/0/106/987/658/147/97/60/0/8284d31_GDS009_FRANCE-PROTESTS-_1206_11.JPG,« Les lycéens ont un point commun avec les “gilets jaunes” : ils ne croient plus à la parole politique »
"Les besoins en médiation culturelle se développent. Mais l’insertion des diplômés est donc difficile et les salaires faibles. Pour s’en sortir, les jeunes dipômés devront multiplier les stages et diversifier leurs compétences.",https://img.lemde.fr/2018/11/22/35/39/430/286/147/97/60/0/69434d1_pZThk5IomqAjgNeNKU4caA1L.jpg,"La médiation culturelle se développe, mais crée peu d’emplois"
"L’augmentation ciblée des droits de scolarité pour les étudiants extracommunautaires risque de fragiliser le potentiel de la recherche nationale, déplore, dans une tribune au « Monde » Yves Jean, président de l’université de Poitiers.",https://img.lemde.fr/2018/12/06/0/0/5760/3840/147/97/60/0/0840070_pwjKTx5nOE5tY0Jxhet3nEr6.jpg,Etudiants étrangers : « L’augmentation des droits de scolarité heurte les fondements de l’université française »
"Né en 1981 au Pakistan, le suspect est présenté comme un ancien élève de l’université Léonard-de-Vinci.",https://img.lemde.fr/2018/12/05/0/39/865/577/147/97/60/0/8ea31f0_u4K9KvAAQzpjTYorQgdWWXvX.PNG,Un professeur tué à coups de couteau devant une université des Hauts-de-Seine
"En moyenne, un adulte âgé de 25 à 64 ans titulaire d’une licence gagnera 42% de plus qu’un titulaire de baccalauréat. Mais ce chiffre varie d’un domaine d’études à un autre, explique sur son blog Eric Charbonnier, expert éducation à l’OCDE.",https://img.lemde.fr/2018/12/03/0/0/4614/3076/147/97/60/0/e3ccdee_5843855-01-06.jpg,La licence est-elle un diplôme « rentable » en France ?
"Les semaines qui précèdent Noël sont celles où de nombreux étudiants décrochent de leurs études. Claire Polo, enseignante-chercheuse en sciences de l’éducation à Lyon, analyse ce phénomène et les solutions à apporter.",https://img.lemde.fr/2018/11/29/0/0/2400/1600/147/97/60/0/1569a9b_CbiYzjhQZ2gL_0tmH7a6um9H.jpg,« Le mois de décembre est une période charnière du décrochage universitaire »
#UrgenceClimat. « Le Monde » s’interroge toute la semaine sur les manières de lutter contre le dérèglement climatique. Ce mercredi : peut-on se chauffer autrement ?,https://img.lemde.fr/2018/12/11/0/5/5190/3460/147/97/60/0/bd8ab3d_RxN-fI02BwneXANXlqpBIAAE.jpg,"Le 100 % d’électricité renouvelable, un objectif ambitieux mais réalisable"
"La nouvelle chute en Bourse du cours de l’action SFR pourraît accélérer la concentration du marché dont rêvent Iliad, Bouygues Telecom, SFR et Orange, explique Philippe Escande, éditorialiste économique au « Monde ».",https://img.lemde.fr/2018/11/23/0/0/4198/2798/147/97/60/0/f9db9fb_cNqMdYzNGWdoxhR-RmjazT7L.jpg,« Les opérateurs télécoms attendent tous qu’un concurrent tombe pour ramasser la mise »
"Delphine Ernotte ne veut plus mettre d’œuvres intégrales sur la plate-forme américaine de vidéo. En septembre, elle avait annoncé ne plus vouloir diffuser les séries produites par France Télévisions sur Netflix.",https://img.lemde.fr/2018/11/23/0/0/511/341/147/97/60/0/9d8659a_4NqUXk3f0hW37XqY_9Q0-e6C.jpg,La PDG de France Télévisions s’attaque à YouTube
"L’idée est de publier chaque semaine entre 15 et 20 vidéos courtes, d’un peu plus de deux minutes, réalisées par les six entreprises de l’audiovisuel public.",https://img.lemde.fr/2018/11/23/0/0/511/341/147/97/60/0/f3ca6bb_yZBwV0ORZSFUpsLbIfmz0CVB.jpg,"France Télévisions et Radio France lancent « Culture Prime », média social pour les jeunes"
"Colérique à ses débuts, il est devenu lisse et raisonnable, au point de disparaître des cartoons pour devenir un logo de société.",https://img.lemde.fr/2018/11/21/521/1335/791/527/147/97/60/0/b8f5d35_Ax3vqH7W7udENtCwUIbL3zuG.jpg,"A 90 ans, Mickey l’impertinent est devenu un vieux sage"
"Le penseur du théâtre, qui a accompagné auteurs, metteurs en scène et acteurs au fil d’une riche carrière, est mort à 70 ans.",https://img.lemde.fr/2018/11/28/702/0/3894/2596/147/97/60/0/7c99bc0_JW7hvJcX2LrVu5uu8wscWsQ8.jpg,Décès de l’écrivain et essayiste Jean-Loup Rivière
"Passionné par la protection de la nature et des ressources naturelles, Roger Cans avait repris la rubrique Environnement du quotidien en 1983. Il est mort le 28 novembre, à l’âge de 73 ans.",https://img.lemde.fr/2018/11/28/728/0/2835/1890/147/97/60/0/be97c1e_dBo8fWk2AUjGqNE5AxKF8rQI.jpg,"Roger Cans, ancien journaliste au « Monde », est mort"
"L’homme de cinéma français est mort à l’âge de 64 ans, lundi 26 novembre, en Californie. Il a largement contribué à la diffusion des films de genre américains et asiatiques en France.",https://img.lemde.fr/2018/11/28/260/1721/1170/780/147/97/60/0/9bf6c6d_4dyf6gWWI8aKZaLb3VzYP_Kd.jpg,"Mort de Samuel Hadida, producteur de « True Romance », « Le Pacte des loups » et « Resident Evil »"
"Le dessinateur et scénariste est mort à 57 ans des suites d’une maladie neurodégénérative. Lancé en 1999, le dessin animé a rencontré un immense succès.",https://img.lemde.fr/2018/11/27/0/0/3363/2242/147/97/60/0/3a82e54_693507e433834f67a63cd482dc509b60-693507e433834f67a63cd482dc509b60-0.jpg,"Stephen Hillenburg, le créateur de « Bob l’éponge », est mort"
Le réalisateur italien aura passé sa carrière à explorer des figures obsessionnelles : le désir d’abandon sensuel ou la nostalgie infinie d’une innocence du charnel.,https://img.lemde.fr/2018/11/26/35/119/2270/1514/147/97/60/0/4257b1a_HTd9JSlcZ6-0aMGBs9ONx6xD.jpg,"Bernardo Bertolucci, le cinéaste de la transgression, est mort"
Cette directrice du grand groupe de télécoms chinois est soupçonnée de complicité de fraude visant à contourner les sanctions états-uniennes contre l’Iran.,https://img.lemde.fr/2018/12/12/0/22/3456/2304/147/97/60/0/bfa965c_PEK303_USA-CHINA-HUAWEI_1212_11.JPG,Le Canada libère sous caution une dirigeante du groupe chinois Huawei
"Vieux de 450 millions d’années, cet animal est prisé par l’industrie médicale pour les propriétés uniques de son sang bleu.",https://img.lemde.fr/2018/11/03/0/50/2551/1701/147/97/60/0/559fbf7_GTE21kTZnXLGT5v2QTCBcXX8.jpg,"La limule, « fossile vivant » au sang bleu menacé de disparition"
"Frôlée par un garçon noir de 9 ans, une femme blanche l’accuse d’agression sexuelle. Relayées sur les réseaux sociaux, les dénonciations injustifiées de cet ordre se sont multipliées ces derniers mois.",https://img.lemde.fr/2018/10/30/46/73/1267/845/147/97/60/0/1214679_2018110345.0.2216642257actu_usa_372_web.jpg,"#LivingWhileBlack : aux Etats-Unis, les Noirs victimes récurrentes de dénonciations injustifiées"
"Au nom de la transparence, l’administration fiscale publie chaque 1er novembre les revenus fiscaux de tous les Finlandais. De quoi attiser les curiosités.",https://img.lemde.fr/2018/11/02/0/0/5120/3413/147/97/60/0/3624718_gpKZriVvw_IDx9knMirZb34w.jpg,« Journée de la jalousie » : quand la Finlande rend publics les revenus fiscaux de tous ses citoyens
Une étude a permis de dresser pour la première fois une carte des derniers écosystèmes à avoir échappé aux transformations causées par l’activité humaine.,https://img.lemde.fr/2015/12/01/0/0/4608/3072/147/97/60/0/508b3a9_877-3bg6ud.jpg,Seuls cinq pays protègent l’essentiel des dernières zones sauvages de la Terre
"La figure de la sorcière, honnie au Moyen Age, est devenue une icône féministe, symbole de la libération de la femme de la domination masculine.",https://img.lemde.fr/2018/10/31/0/0/5472/3648/147/97/60/0/1f4d759_QCJz3Tw16u_BYiRqC6zGVwH1.jpg,"Le retour en grâce de la sorcière, nouvelle figure du féminisme"
"Quelques heures après la tuerie de Pittsburgh, le président utilisait le titre « Happy » du chanteur, qui le menace de poursuites judiciaires.",https://img.lemde.fr/2018/10/27/0/23/2454/1636/147/97/60/0/b30f8e7_5622626-01-06.jpg,Pharrell Williams refuse que Donald Trump utilise « Happy » dans ses meetings
"En Serbie, où l’Etoile rouge de Belgrade est un monument national, les doutes sur la rencontre face au PSG sont vécus comme une humiliation. Même si personne ne s’illusionne sur l’éthique du football local.",https://img.lemde.fr/2018/12/10/0/0/5367/3578/147/97/60/0/36cc731_GPiBUqusSdRHPG8vugJ2LVxC.JPG,"Ligue des champions : à Belgrade, une enquête au goût acerbe"
"Une défaite au stade Marakana, mardi soir, pourrait éjecter le PSG de la Ligue des champions. Après leur victoire 6-1 à l’aller, Neymar et les siens devront éviter toute suffisance.",https://img.lemde.fr/2018/12/10/0/0/5760/3840/147/97/60/0/153de2c_PM3CiVsheya9oA4MhUWWAXHY.JPG,"Ligue des champions : à Belgrade, le Paris-Saint-Germain a tout à perdre"
"Le joueur de 19 ans, qui ne s’est pas relevé après un plaquage dimanche, a été victime d’un arrêt cardiaque. Il a été opéré d’une fracture de la deuxième cervicale, a annoncé le club parisien.",https://img.lemde.fr/2018/11/10/0/0/5472/3648/147/97/60/0/d531019_8ef221ef66404d9d947bd73389612a9a-8ef221ef66404d9d947bd73389612a9a-0.jpg,Rugby : un joueur de l’équipe espoirs du Stade français en réanimation « dans un état grave »
"Avant le match mardi soir entre l’Etoile rouge de Belgrade et le Paris Saint-Germain, reportage du photographe Vladimir Zivojinovic dans un club qui se considère comme un symbole national.",https://img.lemde.fr/2018/12/10/0/0/5760/3840/147/97/60/0/6cb8eaa_vEorG4oYzxmIEN3v5rxn58BE.JPG,« L’Etoile rouge de Belgrade est le gardien de la Serbie »
"En l’absence de coopération serbe, l’affaire sur le match du 3 octobre patine. L’Etoile rouge de Belgrade a porté plainte en France pour dénonciation calomnieuse.",https://img.lemde.fr/2018/12/10/0/0/5760/3840/147/97/60/0/69c4fb1_row84q0ZCT__q9DLuVQ0qRlR.JPG,L’enquête sur le trucage supposé du match PSG-Etoile rouge de Belgrade est au point mort
"Cible présumée d’injures racistes, samedi sur la pelouse de Chelsea, le joueur de Manchester City a accusé certains médias d’entretenir le racisme ambiant par leurs critiques ciblées.",https://img.lemde.fr/2018/12/08/0/0/4590/3060/147/97/60/0/ca6e24d_5873078-01-06.jpg,Racisme : Raheem Sterling attaque les stéréotypes et les différences de traitement des tabloïds
"Infatigable militante des droits de l’homme, Lioudmila Alexeïeva est morte de 8 décembre, à 91 ans.",https://img.lemde.fr/2018/12/11/0/0/3000/2000/147/97/60/0/e18a5fd_exnDKEF2XK2fEdJG7BjBT3lZ.jpg,"Mort de Lioudmila Alexeïeva, dissidente soviétique"
Cette réouverture partielle laisse présager un apaisement des tensions dans cette zone sensible au cœur d’un bras de fer entre Kiev et Moscou.,https://img.lemde.fr/2018/12/03/2/0/3000/2000/147/97/60/0/4600286_89f872dd8cef4265b61cd8a5faa40dae-89f872dd8cef4265b61cd8a5faa40dae-0.jpg,La Russie débloque « partiellement » l’accès à la mer d’Azov
L’agence de sécurité du médicament a réagi à une étude montrant une surmortalité chez certains patients dialysés. Elle juge « nécessaire de poursuivre les investigations avant de statuer ».,https://img.lemde.fr/2018/12/04/0/0/3250/2166/147/97/60/0/fd49221_8iLTyYC5iZyFmM2Z2hHGxxDu.jpg,Alerte sanitaire sur un produit de dialyse : la réponse de l’ANSM
"Ce dictionnaire des médicaments s’est enrichi, dans sa version numérique, d’un vaste onglet consacré aux pratiques sportives qui peuvent contribuer à soigner et à prévenir diverses maladies.",https://img.lemde.fr/2018/12/06/0/123/427/284/147/97/60/0/bac2626_z1a6rsi5q71gQkYvLHsJllWN.jpg,"Le Vidal, nouvelle bible du sport santé"
"Sida, les nouvelles armes de l’Afrique (6). La mesure de la charge virale dans le sang permet de vérifier l’efficacité du traitement et de savoir quand le malade devient non contaminant.",https://img.lemde.fr/2018/12/05/0/67/750/500/147/97/60/0/13037dc_1dKCEUlETwaQlgbDAfYFOFAk.jpg,"Au Burundi, rendre le VIH invisible et revivre"
"Des millions de tonnes de déchets d’une ancienne mine d’or polluent les sols depuis des années, affectant la santé des habitants des alentours. Les inondations dévastatrices d’octobre n’ont rien arrangé.",https://img.lemde.fr/2018/12/01/334/0/4000/2663/147/97/60/0/ae68e91_EhTHgfHiM6l7IomQejHigiwN.jpg,"Dans l’Aude, la vallée de l’Orbiel minée par une pollution à l’arsenic"
"Toutes les greffes d’utérus prélevés post mortem, soit une dizaine, avaient échoué avant cette première mondiale réalisée au Brésil.",https://img.lemde.fr/2018/12/05/507/329/3170/2113/147/97/60/0/a914401_SAO02_HEALTH-WOMB-TRANSPLANT_1204_11.JPG,Une transplantation d’utérus d’une donneuse décédée aboutit à une naissance
"Sida, les nouvelles armes de l’Afrique (5). Le dépistage précoce du nourrisson est un enjeu majeur pour nombre de pays du continent : sans traitement, la moitié des enfants contaminés meurent avant l’âge de 2 ans.",https://img.lemde.fr/2018/12/04/0/0/3600/2400/147/97/60/0/57a555f_uQzodElZHDdQdLQuUL8C1LFF.jpg,"Au Mozambique, des tests high-tech pour dépister le VIH chez les bébés"
Une étude met en évidence un lien entre l’avancée des premières règles et l’exposition in utero à des molécules utilisées en cosmétique.,https://img.lemde.fr/2018/12/04/0/0/5568/3712/147/97/60/0/faff5c0__zK80exD_6NIV-7rWbhNEDW7.jpg,Des substances utilisées en cosmétique associées à une puberté plus précoce
"Le Pacte mondial sur les migrations, appelé aussi pacte de Marrakech, a polarisé les critiques des nationalistes et des personnes hostiles aux migrants.",https://img.lemde.fr/2018/12/11/0/150/1620/1080/147/97/60/0/cae109b_VyOFClePUWhmAoDKEpuIejBi.jpg,Le pacte de Marrakech en trois intox
Theresa May a annoncé qu’elle irait à Bruxelles pour continuer à négocier un accord sur le Brexit pourtant déjà validé avec l’Union européenne en novembre.,https://img.lemde.fr/2018/12/11/0/261/1499/999/147/97/60/0/0ffaa0b_BUGe1uHA_Qo6QArs4ANdqUc5.png,Brexit : tout comprendre aux différents scénarios de validation de l’accord de sortie de l’UE
"Placée sous contrôle judiciaire, la pop star a dû verser une caution de 75 000 euros et ne pourra pas quitter la France.",https://img.lemde.fr/2018/12/06/0/0/5280/3520/147/97/60/0/195f7f5_YNvU8hmpNlqDsRdmOFWAngCb.jpg,"Soupçonné de viol, le chanteur marocain Saad Lamjarred a été remis en liberté"
"Le Français a été déclaré coupable de deux viols, et non d’un seul comme en première instance.",https://img.lemde.fr/2018/11/14/0/0/2400/1597/147/97/60/0/3f19a90_1d0775b8136d4b32a4a4f5091169c45d-0f9c09e78c1741ce925d4729c8f4c2f8-0.jpg,"Reconnu coupable de deux viols en appel, la condamnation alourdie de Jean-Claude Arnault"
"Depuis l’onde de choc #metoo, le quotidien et le travail des journalistes ont évolué. Récit avec la rédaction du « Monde ».",https://img.lemde.fr/2018/11/28/0/150/1620/1080/147/97/60/0/4991600_0lw7EktCT-sIl5SG1BwIuaQ.jpg,Ce que #metoo a changé pour les journalistes
"Cet homme avait été acquitté en première instance, ce qui avait nourri le débat sur l’instauration d’un âge minimum de consentement à un acte sexuel.",https://img.lemde.fr/2018/10/29/702/257/3096/2066/147/97/60/0/90a3dc8_v4EnSGyZKY6D28f7LruNMxmw.jpg,Un homme finalement condamné en appel pour le viol d’une fille de 11 ans
Une vingtaine de protestantes et catholiques se revendiquant également féministes se sont réunies pour publier ce livre.,https://img.lemde.fr/2018/11/24/0/0/6000/4000/147/97/60/0/e6db803_5793652-01-06.jpg,"A l’heure de #metoo, des théologiennes publient une « Bible des femmes »"
"Dans une tribune, 409 journalistes françaises appellent à se joindre aux manifestations organisées samedi par le collectif féministe #Noustoutes.",https://img.lemde.fr/2018/02/27/0/4/4035/2690/147/97/60/0/0b90c73_4846-1qcs7b4.jdm7.jpg,Plus de 400 femmes journalistes appellent à une marche le 24 novembre contre les violences sexistes et sexuelles
"La lutte contre les violences faites aux femmes passe par une formation renforcée des juristes et surtout une meilleure application de la justice, explique un collectif d’avocats dans une tribune au « Monde ».",https://img.lemde.fr/2018/02/27/0/4/4035/2690/147/97/60/0/0b90c73_4846-1qcs7b4.jdm7.jpg,Lutte contre les violences faites aux femmes : « Changeons le droit ! »
Le lien induit par une avocate entre les sous-vêtements d’une victime de viol et son consentement provoque de vives réactions en Irlande.,https://img.lemde.fr/2018/11/15/0/150/1620/1080/147/97/60/0/7a9a8d5_f0BWnG3vi8x9U5SFiuQI__Pe.jpg,Une députée irlandaise brandit un string au Parlement pour critiquer un procès pour viol
"Jean-Claude Arnault, 72 ans, avait été condamné au début d’octobre en première instance à deux ans de prison. Le procès doit s’achever mercredi, le verdict sera mis en délibéré.",https://img.lemde.fr/2018/11/12/0/0/3255/2170/147/97/60/0/439a2bd_5725444-01-06.jpg,"Procès en appel de Jean-Claude Arnault, condamné pour viol en Suède"
"M. Pichai a notamment promis que Google mettra fin à la « clause d’arbitrage » obligatoire, qui oblige les employés à renoncer à des poursuites judiciaires en cas de harcèlement sexuel.",https://img.lemde.fr/2018/11/08/0/0/3000/2000/147/97/60/0/b58f25e_dee5bb99e575445f918e61743ad5ebdc-dee5bb99e575445f918e61743ad5ebdc-0.jpg,Google promet plus de transparence sur les scandales de harcèlement sexuel
"Artistes ou soldates, les femmes dénoncent massivement les agressions sexuelles.",https://img.lemde.fr/2018/11/08/0/0/5568/3712/147/97/60/0/6509709_wopO_YtuI7FYlUu2TeRQ_oEd.jpg,"#Metoo : Un an après, la Suède vit au rythme de la révolution"
"La procédure engagée par le Comité olympique américain fait suite à l’affaire Nassar, du nom du médecin qui avait agressé sexuellement des athlètes pendant plusieurs décennies en toute impunité.",https://img.lemde.fr/2018/01/24/70/0/3042/2027/147/97/60/0/8781246_ca36fd121ce74d8bb879e1a76c18b9fd-ca36fd121ce74d8bb879e1a76c18b9fd-0.jpg,La Fédération américaine de gymnastique en passe d’être destituée
"Sandra Muller, l’auteure du premier #balancetonporc, s’égare dans un récit égocentré et un portrait social et politique des Etats-Unis simpliste et caricatural. Celui d’Annette Lévy-Willard permet de prendre de la hauteur.",https://img.lemde.fr/2018/10/30/43/8/779/519/147/97/60/0/6fba2f9_k9me4EIwqJCRVujEqs2lDW5y.jpg,#balancetonporc : deux regards différents
"Peter Hain a utilisé son immunité parlementaire pour divulguer le nom de Philip Green, un milliardaire qui avait obtenu de la justice son anonymat dans la presse.",https://img.lemde.fr/2018/10/25/0/2/2784/1857/147/97/60/0/2e8ca9a_5606155-01-06.jpg,Un Lord britannique révèle le nom d’un milliardaire ayant étouffé des accusations d’harcèlement sexuel
"Steve Penny est accusé de falsification et destruction de preuves dans l’affaire Nassar, l’ex-médecin de l’équipe féminine condamné à de lourdes peines de prison pour agressions sexuelles.",https://img.lemde.fr/2018/10/18/101/0/3000/2000/147/97/60/0/692dbc1_5558717-01-06.jpg,"Scandale Nassar : arrestation de Steve Penny, ancien président de la fédération de gymnastique américaine"
"Giscard Samba, visé par une enquête préliminaire pour viol, agression sexuelle et harcèlement sexuel, avait été suspendu, en juin, par la commission de discipline de la fédération. Décision annulée par la commission d’appel.",https://img.lemde.fr/2018/10/18/0/82/2608/1739/147/97/60/0/8b91516_YETC3nZ4rj5xcGb59qPonDYB.jpg,"Suspension annulée pour Giscard Samba, l’entraîneur d’athlétisme accusé de violences sexuelles"
"Plutôt que le patrimoine, mieux vaut viser les successions, juge l’historien Hervé Joly.",https://img.lemde.fr/2018/12/11/110/0/5517/3672/147/97/60/0/2ec41db_7XrxkNU60mJE0ek7zcJ3lYjl.jpg,"« Ne pas rétablir l’Impôt sur la fortune, un risque politique élevé pour Emmanuel Macron »"
"Cet ami de M. Fillon a également été condamné, dans le cadre de cette procédure de plaider-coupable, à l’amende maximale de 375 000 euros pour abus de biens sociaux.",https://img.lemde.fr/2018/12/12/0/144/3855/2570/147/97/60/0/93a8cde_aypyd7IavrBVeY8Bctm3HT4A.jpg,Affaire Fillon : Ladreit de Lacharrière condamné à huit mois de prison avec sursis
"Leur dynamisme, leur jeunesse et leur rapide ascension les rapprochaient. Aujourd’hui, le président français est à son tour devenu une cible facile pour les populistes, analyse Victoire Maurel, membre du think tank Volta Italia, dans une tribune au « Monde ».",https://img.lemde.fr/2018/12/11/4/0/3500/2331/147/97/60/0/b03d729_GDYP03_FRANCE-PROTESTS-MACRON-SPEECH_1211_11.JPG,« On retrouve dans l’opposition à Emmanuel Macron les mêmes mécanismes mis en place contre Matteo Renzi »
"Christian Thuderoz, membre de La République en marche, appelle son parti à reconnaître ses erreurs dans une tribune au « Monde » en forme d’autocritique.",https://img.lemde.fr/2018/12/09/0/4/4248/2832/147/97/60/0/758cd51_7QDvWSiDKmeg-Nw8xSE3RAld.jpg,« Gilets jaunes » : « Pourquoi cette incapacité à faire ce que nous avons dit que nous ferions ? »
"Reçus à l’Elysée, les patrons des plus grands établissements bancaires ont promis de plafonner les frais d’incidents bancaires à 25 euros mensuels pour les « populations les plus fragiles ».",https://img.lemde.fr/2018/12/11/0/4/4248/2832/147/97/60/0/f0e9402_pnhzxEOadTOSuOid2um4KYr-.jpg,« Gilets jaunes » : les banques s’engagent à ne pas augmenter leurs tarifs pour les particuliers en 2019
"Mardi 11 décembre, la confusion régnait encore chez les députés à propos de la mesure annoncée par Emmanuel Macron d’augmenter la rémunération des travailleurs au smic.",https://img.lemde.fr/2018/12/05/0/0/5749/3833/147/97/60/0/b6023dc_tMX7nnUElNBX78lDVrQoHj5w.jpg,Confusion autour de l’augmentation du smic à l’Assemblée nationale
"Le texte inclut le gel de la hausse de la taxe carburants et la hausse de la prime d’activité, promise la veille par Emmanuel Macron.",https://img.lemde.fr/2018/12/06/32/0/5376/3584/147/97/60/0/b0758d6_5861524-01-06.jpg,Les mesures pour apaiser les « gilets jaunes » adoptées par les sénateurs dans le projet de budget 2019
"A douze jours de l’élection présidentielle prévue le 23 décembre, de violents heurts entre police et partisans de l’opposition ont éclaté dans le chef-lieu du Haut-Katanga.",https://img.lemde.fr/2018/12/12/0/0/3600/2400/147/97/60/0/00d64e1_WgBONIv9rEuWB-uP5sImYG9M.jpg,"En RDC, deux morts à Lubumbashi lors de violences pré-électorales"
"Le vote des députés conservateurs se tiendra ce mercredi, entre 19 heures et 21 heures (heure de Paris), à la Chambre des communes.",https://img.lemde.fr/2018/12/11/0/0/3420/2280/147/97/60/0/e885323_5890024-01-06.jpg,Brexit : un vote de défiance interne va être organisé contre Theresa May
"Infatigable militante des droits de l’homme, Lioudmila Alexeïeva est morte de 8 décembre, à 91 ans.",https://img.lemde.fr/2018/12/11/0/0/3000/2000/147/97/60/0/e18a5fd_exnDKEF2XK2fEdJG7BjBT3lZ.jpg,"Mort de Lioudmila Alexeïeva, dissidente soviétique"
La première ministre Theresa May a entamé une tournée des capitales de l’UE et s’est entendue répéter la même chose : pas question de renégocier le traité du divorce.,https://img.lemde.fr/2018/12/12/0/0/3060/2040/147/97/60/0/7807405_58iS79VQtbIC3xLlLcAXkzJN.jpg,Brexit : les Européens prêts à des concessions cosmétiques
"La réponse à la guerre commerciale sino-américaine dépendra de l’évolution de la conjoncture économique américaine, explique le professeur d’économie Barry Eichengreen dans sa chronique au « Monde ».",,Commerce mondial : « La Chine et les Etats-Unis défendent des points de vue très différents »
"Changer notre mode de vie est crucial. Mais imposer cette transformation d’en haut sera difficile, estime la philosophe Lisa Herzog dans une tribune.",https://img.lemde.fr/2018/12/07/0/0/6144/4096/147/97/60/0/9a7a8c7_YwHwhY2MujoT28_bLEAwtF-K.jpg,Lisa Herzog : « Il faut engager une révolution morale »
C’est la première fois que des journalistes deviennent personnalité de l’année du magazine et que l’hebdomadaire décerne ce titre à une personne décédée.,https://img.lemde.fr/2018/12/11/0/0/2639/1757/147/97/60/0/397bf7d_TOR328_TIME-PERSON-_1211_11.JPG,Personnalités de l’année de « Time » : Khashoggi et d’autres journalistes hérauts de la vérité
"Le chef de l’Etat a reçu, mardi soir, les députés et sénateurs LRM perturbés par la violence du conflit social et par les annonces de l’exécutif.",https://img.lemde.fr/2018/12/12/0/0/5472/3648/147/97/60/0/8d738ad_5892978-01-06.jpg,Macron tente de remobiliser des parlementaires LRM déboussolés
Le comparateur Meilleurebanque.com a classé les établissements d’après l’opinion de 5 100 clients.,https://img.lemde.fr/2018/12/10/0/0/5000/3333/147/97/60/0/42e0d20_CFhTs7kEML2qPZoPZq9i6iGd.jpg,Qualité des services : les banques au banc d’essai
Cette directrice du grand groupe de télécoms chinois est soupçonnée de complicité de fraude visant à contourner les sanctions états-uniennes contre l’Iran.,https://img.lemde.fr/2018/12/12/0/22/3456/2304/147/97/60/0/bfa965c_PEK303_USA-CHINA-HUAWEI_1212_11.JPG,Le Canada libère sous caution une dirigeante du groupe chinois Huawei
"A douze jours de l’élection présidentielle prévue le 23 décembre, de violents heurts entre police et partisans de l’opposition ont éclaté dans le chef-lieu du Haut-Katanga.",https://img.lemde.fr/2018/12/12/0/0/3600/2400/147/97/60/0/00d64e1_WgBONIv9rEuWB-uP5sImYG9M.jpg,"En RDC, deux morts à Lubumbashi lors de violences pré-électorales"
#UrgenceClimat. « Le Monde » s’interroge toute la semaine sur les manières de lutter contre le dérèglement climatique. Ce mercredi : peut-on se chauffer autrement ?,https://img.lemde.fr/2018/12/11/0/5/5190/3460/147/97/60/0/bd8ab3d_RxN-fI02BwneXANXlqpBIAAE.jpg,"Le 100 % d’électricité renouvelable, un objectif ambitieux mais réalisable"
"La romancière (et un peu chamane) signe, avec son nouveau livre, un étourdissant récit des origines.",https://img.lemde.fr/2018/12/04/912/0/2736/1824/147/97/60/0/53c3130_qkN_66TXdjTQ7Ni2a5ksw9p9.jpg,"« Le Grand Nord-Ouest », terre de légendes d’Anne-Marie Garat"
